Gene,Genotype(s),Therapeutic Area(s),Drug(s)
SLCO1B1,*4/*9,CARDIOVASCULAR SYSTEM DRUGS,"pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, fluvastatin, atorvastatin"
SLCO1B1,*15/*4,CARDIOVASCULAR SYSTEM DRUGS,"pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, fluvastatin, atorvastatin"
SLCO1B1,*23/*4,CARDIOVASCULAR SYSTEM DRUGS,"pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, fluvastatin, atorvastatin"
SLCO1B1,*31/*4,CARDIOVASCULAR SYSTEM DRUGS,"pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, fluvastatin, atorvastatin"
SLCO1B1,*4/*46,CARDIOVASCULAR SYSTEM DRUGS,"pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, fluvastatin, atorvastatin"
SLCO1B1,*4/*47,CARDIOVASCULAR SYSTEM DRUGS,"pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, fluvastatin, atorvastatin"
SLCO1B1,*4/*48,CARDIOVASCULAR SYSTEM DRUGS,"pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, fluvastatin, atorvastatin"
SLCO1B1,*4/*49,CARDIOVASCULAR SYSTEM DRUGS,"pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, fluvastatin, atorvastatin"
SLCO1B1,*5/*5,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS, CARDIOVASCULAR SYSTEM DRUGS","pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, elagolix, fluvastatin, atorvastatin"
SLCO1B1,*5/*6,CARDIOVASCULAR SYSTEM DRUGS,"pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, fluvastatin, atorvastatin"
SLCO1B1,*5/*7,CARDIOVASCULAR SYSTEM DRUGS,"pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, fluvastatin, atorvastatin"
SLCO1B1,*5/*8,CARDIOVASCULAR SYSTEM DRUGS,"pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, fluvastatin, atorvastatin"
SLCO1B1,*5/*9,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS, CARDIOVASCULAR SYSTEM DRUGS","pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, elagolix, fluvastatin, atorvastatin"
SLCO1B1,*10/*5,CARDIOVASCULAR SYSTEM DRUGS,"pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, fluvastatin, atorvastatin"
SLCO1B1,*11/*5,CARDIOVASCULAR SYSTEM DRUGS,"pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, fluvastatin, atorvastatin"
SLCO1B1,*12/*5,CARDIOVASCULAR SYSTEM DRUGS,"pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, fluvastatin, atorvastatin"
SLCO1B1,*13/*5,CARDIOVASCULAR SYSTEM DRUGS,"pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, fluvastatin, atorvastatin"
SLCO1B1,*14/*5,CARDIOVASCULAR SYSTEM DRUGS,"pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, fluvastatin, atorvastatin"
SLCO1B1,*15/*5,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS, CARDIOVASCULAR SYSTEM DRUGS","pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, elagolix, fluvastatin, atorvastatin"
SLCO1B1,*16/*5,CARDIOVASCULAR SYSTEM DRUGS,"pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, fluvastatin, atorvastatin"
SLCO1B1,*19/*5,CARDIOVASCULAR SYSTEM DRUGS,"pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, fluvastatin, atorvastatin"
SLCO1B1,*20/*5,CARDIOVASCULAR SYSTEM DRUGS,"pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, fluvastatin, atorvastatin"
SLCO1B1,*23/*5,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS, CARDIOVASCULAR SYSTEM DRUGS","pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, elagolix, fluvastatin, atorvastatin"
SLCO1B1,*24/*5,CARDIOVASCULAR SYSTEM DRUGS,"pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, fluvastatin, atorvastatin"
SLCO1B1,*25/*5,CARDIOVASCULAR SYSTEM DRUGS,"pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, fluvastatin, atorvastatin"
SLCO1B1,*26/*5,CARDIOVASCULAR SYSTEM DRUGS,"pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, fluvastatin, atorvastatin"
SLCO1B1,*27/*5,CARDIOVASCULAR SYSTEM DRUGS,"pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, fluvastatin, atorvastatin"
SLCO1B1,*28/*5,CARDIOVASCULAR SYSTEM DRUGS,"pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, fluvastatin, atorvastatin"
SLCO1B1,*29/*5,CARDIOVASCULAR SYSTEM DRUGS,"pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, fluvastatin, atorvastatin"
SLCO1B1,*30/*5,CARDIOVASCULAR SYSTEM DRUGS,"pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, fluvastatin, atorvastatin"
SLCO1B1,*31/*5,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS, CARDIOVASCULAR SYSTEM DRUGS","pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, elagolix, fluvastatin, atorvastatin"
SLCO1B1,*32/*5,CARDIOVASCULAR SYSTEM DRUGS,"pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, fluvastatin, atorvastatin"
SLCO1B1,*33/*5,CARDIOVASCULAR SYSTEM DRUGS,"pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, fluvastatin, atorvastatin"
SLCO1B1,*34/*5,CARDIOVASCULAR SYSTEM DRUGS,"pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, fluvastatin, atorvastatin"
SLCO1B1,*36/*5,CARDIOVASCULAR SYSTEM DRUGS,"pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, fluvastatin, atorvastatin"
SLCO1B1,*37/*5,CARDIOVASCULAR SYSTEM DRUGS,"pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, fluvastatin, atorvastatin"
SLCO1B1,*38/*5,CARDIOVASCULAR SYSTEM DRUGS,"pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, fluvastatin, atorvastatin"
SLCO1B1,*39/*5,CARDIOVASCULAR SYSTEM DRUGS,"pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, fluvastatin, atorvastatin"
SLCO1B1,*40/*5,CARDIOVASCULAR SYSTEM DRUGS,"pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, fluvastatin, atorvastatin"
SLCO1B1,*41/*5,CARDIOVASCULAR SYSTEM DRUGS,"pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, fluvastatin, atorvastatin"
SLCO1B1,*42/*5,CARDIOVASCULAR SYSTEM DRUGS,"pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, fluvastatin, atorvastatin"
SLCO1B1,*43/*5,CARDIOVASCULAR SYSTEM DRUGS,"pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, fluvastatin, atorvastatin"
SLCO1B1,*44/*5,CARDIOVASCULAR SYSTEM DRUGS,"pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, fluvastatin, atorvastatin"
SLCO1B1,*45/*5,CARDIOVASCULAR SYSTEM DRUGS,"pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, fluvastatin, atorvastatin"
SLCO1B1,*46/*5,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS, CARDIOVASCULAR SYSTEM DRUGS","pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, elagolix, fluvastatin, atorvastatin"
SLCO1B1,*47/*5,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS, CARDIOVASCULAR SYSTEM DRUGS","pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, elagolix, fluvastatin, atorvastatin"
SLCO1B1,*48/*5,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS, CARDIOVASCULAR SYSTEM DRUGS","pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, elagolix, fluvastatin, atorvastatin"
SLCO1B1,*49/*5,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS, CARDIOVASCULAR SYSTEM DRUGS","pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, elagolix, fluvastatin, atorvastatin"
SLCO1B1,*6/*9,CARDIOVASCULAR SYSTEM DRUGS,"pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, fluvastatin, atorvastatin"
SLCO1B1,*15/*6,CARDIOVASCULAR SYSTEM DRUGS,"pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, fluvastatin, atorvastatin"
SLCO1B1,*23/*6,CARDIOVASCULAR SYSTEM DRUGS,"pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, fluvastatin, atorvastatin"
SLCO1B1,*31/*6,CARDIOVASCULAR SYSTEM DRUGS,"pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, fluvastatin, atorvastatin"
SLCO1B1,*46/*6,CARDIOVASCULAR SYSTEM DRUGS,"pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, fluvastatin, atorvastatin"
SLCO1B1,*47/*6,CARDIOVASCULAR SYSTEM DRUGS,"pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, fluvastatin, atorvastatin"
SLCO1B1,*48/*6,CARDIOVASCULAR SYSTEM DRUGS,"pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, fluvastatin, atorvastatin"
SLCO1B1,*49/*6,CARDIOVASCULAR SYSTEM DRUGS,"pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, fluvastatin, atorvastatin"
SLCO1B1,*7/*9,CARDIOVASCULAR SYSTEM DRUGS,"pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, fluvastatin, atorvastatin"
SLCO1B1,*15/*7,CARDIOVASCULAR SYSTEM DRUGS,"pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, fluvastatin, atorvastatin"
SLCO1B1,*23/*7,CARDIOVASCULAR SYSTEM DRUGS,"pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, fluvastatin, atorvastatin"
SLCO1B1,*31/*7,CARDIOVASCULAR SYSTEM DRUGS,"pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, fluvastatin, atorvastatin"
SLCO1B1,*46/*7,CARDIOVASCULAR SYSTEM DRUGS,"pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, fluvastatin, atorvastatin"
SLCO1B1,*47/*7,CARDIOVASCULAR SYSTEM DRUGS,"pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, fluvastatin, atorvastatin"
SLCO1B1,*48/*7,CARDIOVASCULAR SYSTEM DRUGS,"pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, fluvastatin, atorvastatin"
SLCO1B1,*49/*7,CARDIOVASCULAR SYSTEM DRUGS,"pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, fluvastatin, atorvastatin"
SLCO1B1,*8/*9,CARDIOVASCULAR SYSTEM DRUGS,"pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, fluvastatin, atorvastatin"
SLCO1B1,*15/*8,CARDIOVASCULAR SYSTEM DRUGS,"pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, fluvastatin, atorvastatin"
SLCO1B1,*23/*8,CARDIOVASCULAR SYSTEM DRUGS,"pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, fluvastatin, atorvastatin"
SLCO1B1,*31/*8,CARDIOVASCULAR SYSTEM DRUGS,"pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, fluvastatin, atorvastatin"
SLCO1B1,*46/*8,CARDIOVASCULAR SYSTEM DRUGS,"pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, fluvastatin, atorvastatin"
SLCO1B1,*47/*8,CARDIOVASCULAR SYSTEM DRUGS,"pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, fluvastatin, atorvastatin"
SLCO1B1,*48/*8,CARDIOVASCULAR SYSTEM DRUGS,"pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, fluvastatin, atorvastatin"
SLCO1B1,*49/*8,CARDIOVASCULAR SYSTEM DRUGS,"pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, fluvastatin, atorvastatin"
SLCO1B1,*9/*9,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS, CARDIOVASCULAR SYSTEM DRUGS","pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, elagolix, fluvastatin, atorvastatin"
SLCO1B1,*10/*9,CARDIOVASCULAR SYSTEM DRUGS,"pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, fluvastatin, atorvastatin"
SLCO1B1,*11/*9,CARDIOVASCULAR SYSTEM DRUGS,"pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, fluvastatin, atorvastatin"
SLCO1B1,*12/*9,CARDIOVASCULAR SYSTEM DRUGS,"pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, fluvastatin, atorvastatin"
SLCO1B1,*13/*9,CARDIOVASCULAR SYSTEM DRUGS,"pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, fluvastatin, atorvastatin"
SLCO1B1,*14/*9,CARDIOVASCULAR SYSTEM DRUGS,"pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, fluvastatin, atorvastatin"
SLCO1B1,*15/*9,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS, CARDIOVASCULAR SYSTEM DRUGS","pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, elagolix, fluvastatin, atorvastatin"
SLCO1B1,*16/*9,CARDIOVASCULAR SYSTEM DRUGS,"pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, fluvastatin, atorvastatin"
SLCO1B1,*19/*9,CARDIOVASCULAR SYSTEM DRUGS,"pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, fluvastatin, atorvastatin"
SLCO1B1,*20/*9,CARDIOVASCULAR SYSTEM DRUGS,"pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, fluvastatin, atorvastatin"
SLCO1B1,*23/*9,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS, CARDIOVASCULAR SYSTEM DRUGS","pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, elagolix, fluvastatin, atorvastatin"
SLCO1B1,*24/*9,CARDIOVASCULAR SYSTEM DRUGS,"pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, fluvastatin, atorvastatin"
SLCO1B1,*25/*9,CARDIOVASCULAR SYSTEM DRUGS,"pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, fluvastatin, atorvastatin"
SLCO1B1,*26/*9,CARDIOVASCULAR SYSTEM DRUGS,"pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, fluvastatin, atorvastatin"
SLCO1B1,*27/*9,CARDIOVASCULAR SYSTEM DRUGS,"pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, fluvastatin, atorvastatin"
SLCO1B1,*28/*9,CARDIOVASCULAR SYSTEM DRUGS,"pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, fluvastatin, atorvastatin"
SLCO1B1,*29/*9,CARDIOVASCULAR SYSTEM DRUGS,"pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, fluvastatin, atorvastatin"
SLCO1B1,*30/*9,CARDIOVASCULAR SYSTEM DRUGS,"pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, fluvastatin, atorvastatin"
SLCO1B1,*31/*9,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS, CARDIOVASCULAR SYSTEM DRUGS","pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, elagolix, fluvastatin, atorvastatin"
SLCO1B1,*32/*9,CARDIOVASCULAR SYSTEM DRUGS,"pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, fluvastatin, atorvastatin"
SLCO1B1,*33/*9,CARDIOVASCULAR SYSTEM DRUGS,"pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, fluvastatin, atorvastatin"
SLCO1B1,*34/*9,CARDIOVASCULAR SYSTEM DRUGS,"pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, fluvastatin, atorvastatin"
SLCO1B1,*36/*9,CARDIOVASCULAR SYSTEM DRUGS,"pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, fluvastatin, atorvastatin"
SLCO1B1,*37/*9,CARDIOVASCULAR SYSTEM DRUGS,"pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, fluvastatin, atorvastatin"
SLCO1B1,*38/*9,CARDIOVASCULAR SYSTEM DRUGS,"pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, fluvastatin, atorvastatin"
SLCO1B1,*39/*9,CARDIOVASCULAR SYSTEM DRUGS,"pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, fluvastatin, atorvastatin"
SLCO1B1,*40/*9,CARDIOVASCULAR SYSTEM DRUGS,"pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, fluvastatin, atorvastatin"
SLCO1B1,*41/*9,CARDIOVASCULAR SYSTEM DRUGS,"pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, fluvastatin, atorvastatin"
SLCO1B1,*42/*9,CARDIOVASCULAR SYSTEM DRUGS,"pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, fluvastatin, atorvastatin"
SLCO1B1,*43/*9,CARDIOVASCULAR SYSTEM DRUGS,"pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, fluvastatin, atorvastatin"
SLCO1B1,*44/*9,CARDIOVASCULAR SYSTEM DRUGS,"pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, fluvastatin, atorvastatin"
SLCO1B1,*45/*9,CARDIOVASCULAR SYSTEM DRUGS,"pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, fluvastatin, atorvastatin"
SLCO1B1,*46/*9,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS, CARDIOVASCULAR SYSTEM DRUGS","pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, elagolix, fluvastatin, atorvastatin"
SLCO1B1,*47/*9,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS, CARDIOVASCULAR SYSTEM DRUGS","pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, elagolix, fluvastatin, atorvastatin"
SLCO1B1,*48/*9,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS, CARDIOVASCULAR SYSTEM DRUGS","pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, elagolix, fluvastatin, atorvastatin"
SLCO1B1,*49/*9,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS, CARDIOVASCULAR SYSTEM DRUGS","pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, elagolix, fluvastatin, atorvastatin"
SLCO1B1,*10/*15,CARDIOVASCULAR SYSTEM DRUGS,"pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, fluvastatin, atorvastatin"
SLCO1B1,*10/*23,CARDIOVASCULAR SYSTEM DRUGS,"pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, fluvastatin, atorvastatin"
SLCO1B1,*10/*31,CARDIOVASCULAR SYSTEM DRUGS,"pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, fluvastatin, atorvastatin"
SLCO1B1,*10/*46,CARDIOVASCULAR SYSTEM DRUGS,"pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, fluvastatin, atorvastatin"
SLCO1B1,*10/*47,CARDIOVASCULAR SYSTEM DRUGS,"pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, fluvastatin, atorvastatin"
SLCO1B1,*10/*48,CARDIOVASCULAR SYSTEM DRUGS,"pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, fluvastatin, atorvastatin"
SLCO1B1,*10/*49,CARDIOVASCULAR SYSTEM DRUGS,"pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, fluvastatin, atorvastatin"
SLCO1B1,*11/*15,CARDIOVASCULAR SYSTEM DRUGS,"pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, fluvastatin, atorvastatin"
SLCO1B1,*11/*23,CARDIOVASCULAR SYSTEM DRUGS,"pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, fluvastatin, atorvastatin"
SLCO1B1,*11/*31,CARDIOVASCULAR SYSTEM DRUGS,"pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, fluvastatin, atorvastatin"
SLCO1B1,*11/*46,CARDIOVASCULAR SYSTEM DRUGS,"pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, fluvastatin, atorvastatin"
SLCO1B1,*11/*47,CARDIOVASCULAR SYSTEM DRUGS,"pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, fluvastatin, atorvastatin"
SLCO1B1,*11/*48,CARDIOVASCULAR SYSTEM DRUGS,"pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, fluvastatin, atorvastatin"
SLCO1B1,*11/*49,CARDIOVASCULAR SYSTEM DRUGS,"pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, fluvastatin, atorvastatin"
SLCO1B1,*12/*15,CARDIOVASCULAR SYSTEM DRUGS,"pravastatin, simvastatin, rosuvastatin, pitavastatin, lovastatin, fluvastatin, atorvastatin"
